Day,Hour,PCB
08/01/2023,11,"37,89"
08/01/2023,12,"34,61"
08/01/2023,13,"34,08"
08/01/2023,14,"33,32"
08/01/2023,15,"33,28"
08/01/2023,16,"35,35"
08/01/2023,17,"36,17"
08/01/2023,18,"44,67"
08/01/2023,19,"49,31"
08/01/2023,20,"67,50"
08/01/2023,21,"67,66"
08/01/2023,22,"46,42"
08/01/2023,23,"40,95"
09/01/2023,00,"41,07"
09/01/2023,01,"43,12"
09/01/2023,02,"44,46"
09/01/2023,03,"47,64"
09/01/2023,04,"49,81"
09/01/2023,05,"48,95"
09/01/2023,06,"69,22"
09/01/2023,07,"121,64"
09/01/2023,08,"184,62"
09/01/2023,09,"189,49"
09/01/2023,10,"233,16"
09/01/2023,11,"227,51"
09/01/2023,12,"216,58"
09/01/2023,13,"198,73"
09/01/2023,14,"140,33"
09/01/2023,15,"129,40"
09/01/2023,16,"162,01"
09/01/2023,17,"197,51"
09/01/2023,18,"282,04"
09/01/2023,19,"294,12"
09/01/2023,20,"282,12"
09/01/2023,21,"255,40"
09/01/2023,22,"202,31"
09/01/2023,23,"175,99"
10/01/2023,00,"156,84"
10/01/2023,01,"148,28"
10/01/2023,02,"147,51"
10/01/2023,03,"142,32"
10/01/2023,04,"145,95"
10/01/2023,05,"150,54"
10/01/2023,06,"167,88"
10/01/2023,07,"179,58"
10/01/2023,08,"215,27"
10/01/2023,09,"214,60"
10/01/2023,10,"240,25"
10/01/2023,11,"213,74"
10/01/2023,12,"210,18"
10/01/2023,13,"206,86"
10/01/2023,14,"157,66"
10/01/2023,15,"157,15"
10/01/2023,16,"165,68"
10/01/2023,17,"205,41"
10/01/2023,18,"266,46"
10/01/2023,19,"260,76"
10/01/2023,20,"240,79"
10/01/2023,21,"222,57"
10/01/2023,22,"160,46"
10/01/2023,23,"128,58"
11/01/2023,00,"73,95"
11/01/2023,01,"42,75"
11/01/2023,02,"40,45"
11/01/2023,03,"43,56"
11/01/2023,04,"43,96"
11/01/2023,05,"44,98"
11/01/2023,06,"111,26"
11/01/2023,07,"145,18"
11/01/2023,08,"213,20"
11/01/2023,09,"212,58"
11/01/2023,10,"248,72"
11/01/2023,11,"220,75"
11/01/2023,12,"208,92"
11/01/2023,13,"194,32"
11/01/2023,14,"125,92"
11/01/2023,15,"121,70"
11/01/2023,16,"155,33"
11/01/2023,17,"204,77"
11/01/2023,18,"255,02"
11/01/2023,19,"250,11"
11/01/2023,20,"255,38"
11/01/2023,21,"252,87"
11/01/2023,22,"184,86"
11/01/2023,23,"164,61"
12/01/2023,00,"111,46"
12/01/2023,01,"97,95"
12/01/2023,02,"99,32"
12/01/2023,03,"102,64"
12/01/2023,04,"102,09"
12/01/2023,05,"101,02"
12/01/2023,06,"136,80"
12/01/2023,07,"164,15"
12/01/2023,08,"191,63"
12/01/2023,09,"189,05"
12/01/2023,10,"213,54"
12/01/2023,11,"208,20"
12/01/2023,12,"193,42"
12/01/2023,13,"188,39"
12/01/2023,14,"129,20"
12/01/2023,15,"129,37"
12/01/2023,16,"158,46"
12/01/2023,17,"189,29"
12/01/2023,18,"251,18"
12/01/2023,19,"261,46"
12/01/2023,20,"262,40"
12/01/2023,21,"228,11"
12/01/2023,22,"170,39"
12/01/2023,23,"124,16"
13/01/2023,00,"100,67"
13/01/2023,01,"83,40"
13/01/2023,02,"79,04"
13/01/2023,03,"82,40"
13/01/2023,04,"82,06"
13/01/2023,05,"81,60"
13/01/2023,06,"99,23"
13/01/2023,07,"135,21"
13/01/2023,08,"178,32"
13/01/2023,09,"174,95"
13/01/2023,10,"210,85"
13/01/2023,11,"201,51"
13/01/2023,12,"191,20"
13/01/2023,13,"181,92"
13/01/2023,14,"138,30"
13/01/2023,15,"140,67"
13/01/2023,16,"155,61"
13/01/2023,17,"180,89"
13/01/2023,18,"244,16"
13/01/2023,19,"270,40"
13/01/2023,20,"277,59"
13/01/2023,21,"257,66"
13/01/2023,22,"177,64"
13/01/2023,23,"171,14"
14/01/2023,00,"125,04"
14/01/2023,01,"118,77"
14/01/2023,02,"112,23"
14/01/2023,03,"97,36"
14/01/2023,04,"92,04"
14/01/2023,05,"91,60"
14/01/2023,06,"94,23"
14/01/2023,07,"104,71"
14/01/2023,08,"103,13"
14/01/2023,09,"109,18"
14/01/2023,10,"87,27"
14/01/2023,11,"75,91"
14/01/2023,12,"76,03"
14/01/2023,13,"76,28"
14/01/2023,14,"70,47"
14/01/2023,15,"65,97"
14/01/2023,16,"77,52"
14/01/2023,17,"90,12"
14/01/2023,18,"101,80"
14/01/2023,19,"106,76"
14/01/2023,20,"89,14"
14/01/2023,21,"77,40"
14/01/2023,22,"78,05"
14/01/2023,23,"69,60"
15/01/2023,00,"63,04"
15/01/2023,01,"54,63"
15/01/2023,02,"56,11"
15/01/2023,03,"46,88"
15/01/2023,04,"48,80"
15/01/2023,05,"48,55"
15/01/2023,06,"47,74"
15/01/2023,07,"46,35"
15/01/2023,08,"56,63"
15/01/2023,09,"67,66"
15/01/2023,10,"59,82"
15/01/2023,11,"49,21"
15/01/2023,12,"47,84"
15/01/2023,13,"46,67"
15/01/2023,14,"43,37"
15/01/2023,15,"36,95"
15/01/2023,16,"47,75"
15/01/2023,17,"57,40"
15/01/2023,18,"60,65"
15/01/2023,19,"65,86"
15/01/2023,20,"79,99"
15/01/2023,21,"68,03"
15/01/2023,22,"59,30"
15/01/2023,23,"46,11"
16/01/2023,00,"26,74"
16/01/2023,01,"26,49"
16/01/2023,02,"29,26"
16/01/2023,03,"31,28"
16/01/2023,04,"30,78"
16/01/2023,05,"29,85"
16/01/2023,06,"30,98"
16/01/2023,07,"35,04"
16/01/2023,08,"72,28"
16/01/2023,09,"72,76"
16/01/2023,10,"114,93"
16/01/2023,11,"107,11"
16/01/2023,12,"107,18"
16/01/2023,13,"108,59"
16/01/2023,14,"56,26"
16/01/2023,15,"56,85"
16/01/2023,16,"56,62"
16/01/2023,17,"61,51"
16/01/2023,18,"117,21"
16/01/2023,19,"129,54"
16/01/2023,20,"132,45"
16/01/2023,21,"119,53"
16/01/2023,22,"56,38"
16/01/2023,23,"51,31"
17/01/2023,00,"25,64"
17/01/2023,01,"25,81"
17/01/2023,02,"25,60"
17/01/2023,03,"26,61"
17/01/2023,04,"25,84"
17/01/2023,05,"26,11"
17/01/2023,06,"32,67"
17/01/2023,07,"27,61"
17/01/2023,08,"50,07"
17/01/2023,09,"50,56"
17/01/2023,10,"95,63"
17/01/2023,11,"97,14"
17/01/2023,12,"95,84"
17/01/2023,13,"96,53"
17/01/2023,14,"50,86"
17/01/2023,15,"50,94"
17/01/2023,16,"54,42"
17/01/2023,17,"53,47"
17/01/2023,18,"97,23"
17/01/2023,19,"106,60"
17/01/2023,20,"112,75"
17/01/2023,21,"106,58"
17/01/2023,22,"52,31"
17/01/2023,23,"55,62"
18/01/2023,00,"24,44"
18/01/2023,01,"20,83"
18/01/2023,02,"23,52"
18/01/2023,03,"26,21"
18/01/2023,04,"25,93"
18/01/2023,05,"25,82"
18/01/2023,06,"26,38"
18/01/2023,07,"35,92"
18/01/2023,08,"77,42"
18/01/2023,09,"72,47"
18/01/2023,10,"105,73"
18/01/2023,11,"95,34"
18/01/2023,12,"95,63"
18/01/2023,13,"96,38"
18/01/2023,14,"49,95"
18/01/2023,15,"50,05"
18/01/2023,16,"52,97"
18/01/2023,17,"62,60"
18/01/2023,18,"133,50"
18/01/2023,19,"217,69"
18/01/2023,20,"238,70"
18/01/2023,21,"211,25"
18/01/2023,22,"75,85"
18/01/2023,23,"64,36"
19/01/2023,00,"71,83"
19/01/2023,01,"60,25"
19/01/2023,02,"55,83"
19/01/2023,03,"58,23"
19/01/2023,04,"57,10"
19/01/2023,05,"57,41"
19/01/2023,06,"59,20"
19/01/2023,07,"96,43"
19/01/2023,08,"159,81"
19/01/2023,09,"126,53"
19/01/2023,10,"125,60"
19/01/2023,11,"119,77"
19/01/2023,12,"118,69"
19/01/2023,13,"117,63"
19/01/2023,14,"68,84"
19/01/2023,15,"68,92"
19/01/2023,16,"72,67"
19/01/2023,17,"77,56"
19/01/2023,18,"138,58"
19/01/2023,19,"152,85"
19/01/2023,20,"159,52"
19/01/2023,21,"142,84"
19/01/2023,22,"83,81"
19/01/2023,23,"76,98"
20/01/2023,00,"79,09"
20/01/2023,01,"74,49"
20/01/2023,02,"57,77"
20/01/2023,03,"59,54"
20/01/2023,04,"69,07"
20/01/2023,05,"82,12"
20/01/2023,06,"90,50"
20/01/2023,07,"110,09"
20/01/2023,08,"155,62"
20/01/2023,09,"157,74"
20/01/2023,10,"191,20"
20/01/2023,11,"183,76"
20/01/2023,12,"190,79"
20/01/2023,13,"183,91"
20/01/2023,14,"136,11"
20/01/2023,15,"136,50"
20/01/2023,16,"151,88"
20/01/2023,17,"185,15"
20/01/2023,18,"290,98"
20/01/2023,19,"344,68"
20/01/2023,20,"332,99"
20/01/2023,21,"307,07"
20/01/2023,22,"202,38"
20/01/2023,23,"162,13"
21/01/2023,00,"115,76"
21/01/2023,01,"101,03"
21/01/2023,02,"98,49"
21/01/2023,03,"96,39"
21/01/2023,04,"98,28"
21/01/2023,05,"92,52"
21/01/2023,06,"92,79"
21/01/2023,07,"97,02"
21/01/2023,08,"92,61"
21/01/2023,09,"90,99"
21/01/2023,10,"86,55"
21/01/2023,11,"80,90"
21/01/2023,12,"74,07"
21/01/2023,13,"72,73"
21/01/2023,14,"71,43"
21/01/2023,15,"69,30"
21/01/2023,16,"92,74"
21/01/2023,17,"86,50"
21/01/2023,18,"110,09"
21/01/2023,19,"132,81"
21/01/2023,20,"155,99"
21/01/2023,21,"131,63"
21/01/2023,22,"103,86"
21/01/2023,23,"87,09"
22/01/2023,00,"67,33"
22/01/2023,01,"52,35"
22/01/2023,02,"57,55"
22/01/2023,03,"53,59"
22/01/2023,04,"53,80"
22/01/2023,05,"53,67"
22/01/2023,06,"50,06"
22/01/2023,07,"53,91"
22/01/2023,08,"68,99"
22/01/2023,09,"64,53"
22/01/2023,10,"42,45"
22/01/2023,11,"44,04"
22/01/2023,12,"41,76"
22/01/2023,13,"44,37"
22/01/2023,14,"44,30"
22/01/2023,15,"45,77"
22/01/2023,16,"52,55"
22/01/2023,17,"61,93"
22/01/2023,18,"106,42"
22/01/2023,19,"127,23"
22/01/2023,20,"175,44"
22/01/2023,21,"169,94"
22/01/2023,22,"112,72"
22/01/2023,23,"92,22"
23/01/2023,00,"93,69"
23/01/2023,01,"81,44"
23/01/2023,02,"76,44"
23/01/2023,03,"82,34"
23/01/2023,04,"82,89"
23/01/2023,05,"84,45"
23/01/2023,06,"93,71"
23/01/2023,07,"102,49"
23/01/2023,08,"154,50"
23/01/2023,09,"162,19"
23/01/2023,10,"166,62"
23/01/2023,11,"162,36"
23/01/2023,12,"160,66"
23/01/2023,13,"160,97"
23/01/2023,14,"108,73"
23/01/2023,15,"110,38"
23/01/2023,16,"124,20"
23/01/2023,17,"126,97"
23/01/2023,18,"218,32"
23/01/2023,19,"276,14"
23/01/2023,20,"277,91"
23/01/2023,21,"268,87"
23/01/2023,22,"141,22"
23/01/2023,23,"125,67"
24/01/2023,00,"102,55"
24/01/2023,01,"91,10"
24/01/2023,02,"88,51"
24/01/2023,03,"89,71"
24/01/2023,04,"92,64"
24/01/2023,05,"94,30"
24/01/2023,06,"99,46"
24/01/2023,07,"117,35"
24/01/2023,08,"158,81"
24/01/2023,09,"152,16"
24/01/2023,10,"170,30"
24/01/2023,11,"167,04"
24/01/2023,12,"167,37"
24/01/2023,13,"167,44"
24/01/2023,14,"122,12"
24/01/2023,15,"123,69"
24/01/2023,16,"123,81"
24/01/2023,17,"157,96"
24/01/2023,18,"256,58"
24/01/2023,19,"357,20"
24/01/2023,20,"354,70"
24/01/2023,21,"281,65"
24/01/2023,22,"175,15"
24/01/2023,23,"153,15"
25/01/2023,00,"146,67"
25/01/2023,01,"130,49"
25/01/2023,02,"116,24"
25/01/2023,03,"114,83"
25/01/2023,04,"114,64"
25/01/2023,05,"117,49"
25/01/2023,06,"124,41"
25/01/2023,07,"142,15"
25/01/2023,08,"202,64"
25/01/2023,09,"174,39"
25/01/2023,10,"197,29"
25/01/2023,11,"172,96"
25/01/2023,12,"170,53"
25/01/2023,13,"170,15"
25/01/2023,14,"124,42"
25/01/2023,15,"125,91"
25/01/2023,16,"125,59"
25/01/2023,17,"157,89"
25/01/2023,18,"231,87"
25/01/2023,19,"342,60"
25/01/2023,20,"321,12"
25/01/2023,21,"232,45"
25/01/2023,22,"157,06"
25/01/2023,23,"131,82"
26/01/2023,00,"107,27"
26/01/2023,01,"98,82"
26/01/2023,02,"99,02"
26/01/2023,03,"99,59"
26/01/2023,04,"95,20"
26/01/2023,05,"99,16"
26/01/2023,06,"96,69"
26/01/2023,07,"105,29"
26/01/2023,08,"155,47"
26/01/2023,09,"143,41"
26/01/2023,10,"170,29"
26/01/2023,11,"161,64"
26/01/2023,12,"159,93"
26/01/2023,13,"156,50"
26/01/2023,14,"107,31"
26/01/2023,15,"108,38"
26/01/2023,16,"117,38"
26/01/2023,17,"131,32"
26/01/2023,18,"182,54"
26/01/2023,19,"211,01"
26/01/2023,20,"210,80"
26/01/2023,21,"188,50"
26/01/2023,22,"122,26"
26/01/2023,23,"110,93"
27/01/2023,00,"80,79"
27/01/2023,01,"79,47"
27/01/2023,02,"66,61"
27/01/2023,03,"65,25"
27/01/2023,04,"60,83"
27/01/2023,05,"67,38"
27/01/2023,06,"79,15"
27/01/2023,07,"82,35"
27/01/2023,08,"127,95"
27/01/2023,09,"115,53"
27/01/2023,10,"147,76"
27/01/2023,11,"127,40"
27/01/2023,12,"116,70"
27/01/2023,13,"115,33"
27/01/2023,14,"63,02"
27/01/2023,15,"66,20"
27/01/2023,16,"76,90"
27/01/2023,17,"102,86"
27/01/2023,18,"153,70"
27/01/2023,19,"182,94"
27/01/2023,20,"187,75"
27/01/2023,21,"183,17"
27/01/2023,22,"134,67"
27/01/2023,23,"110,01"
28/01/2023,00,"73,25"
28/01/2023,01,"70,44"
28/01/2023,02,"71,42"
28/01/2023,03,"73,66"
28/01/2023,04,"73,24"
28/01/2023,05,"73,06"
28/01/2023,06,"72,57"
28/01/2023,07,"74,75"
28/01/2023,08,"78,75"
28/01/2023,09,"70,74"
28/01/2023,10,"61,74"
28/01/2023,11,"53,49"
28/01/2023,12,"46,61"
28/01/2023,13,"42,30"
28/01/2023,14,"39,15"
28/01/2023,15,"37,14"
28/01/2023,16,"46,36"
28/01/2023,17,"61,65"
28/01/2023,18,"94,14"
28/01/2023,19,"102,82"
28/01/2023,20,"108,71"
28/01/2023,21,"108,96"
28/01/2023,22,"104,86"
28/01/2023,23,"96,59"
29/01/2023,00,"92,34"
29/01/2023,01,"81,98"
29/01/2023,02,"81,43"
29/01/2023,03,"80,82"
29/01/2023,04,"81,51"
29/01/2023,05,"81,30"
29/01/2023,06,"80,98"
29/01/2023,07,"81,12"
29/01/2023,08,"78,87"
29/01/2023,09,"75,82"
29/01/2023,10,"69,91"
29/01/2023,11,"66,55"
29/01/2023,12,"67,63"
29/01/2023,13,"68,93"
29/01/2023,14,"69,99"
29/01/2023,15,"71,38"
29/01/2023,16,"77,58"
29/01/2023,17,"129,84"
29/01/2023,18,"163,88"
29/01/2023,19,"233,29"
29/01/2023,20,"225,88"
29/01/2023,21,"213,38"
29/01/2023,22,"175,07"
29/01/2023,23,"148,09"
30/01/2023,00,"169,49"
30/01/2023,01,"173,02"
30/01/2023,02,"173,99"
30/01/2023,03,"164,41"
30/01/2023,04,"140,80"
30/01/2023,05,"173,43"
30/01/2023,06,"168,96"
30/01/2023,07,"193,56"
30/01/2023,08,"254,29"
30/01/2023,09,"226,50"
30/01/2023,10,"239,33"
30/01/2023,11,"237,70"
30/01/2023,12,"235,00"
30/01/2023,13,"232,59"
30/01/2023,14,"185,48"
30/01/2023,15,"186,91"
30/01/2023,16,"190,33"
30/01/2023,17,"196,57"
30/01/2023,18,"287,20"
30/01/2023,19,"354,59"
30/01/2023,20,"314,20"
30/01/2023,21,"296,49"
30/01/2023,22,"199,62"
30/01/2023,23,"179,51"
31/01/2023,00,"174,38"
31/01/2023,01,"155,19"
31/01/2023,02,"145,43"
31/01/2023,03,"158,06"
31/01/2023,04,"159,46"
31/01/2023,05,"158,26"
31/01/2023,06,"155,33"
31/01/2023,07,"186,48"
31/01/2023,08,"243,33"
31/01/2023,09,"209,82"
31/01/2023,10,"225,61"
31/01/2023,11,"213,52"
31/01/2023,12,"218,55"
31/01/2023,13,"219,05"
31/01/2023,14,"172,25"
31/01/2023,15,"172,26"
31/01/2023,16,"174,02"
31/01/2023,17,"194,38"
31/01/2023,18,"266,72"
31/01/2023,19,"317,04"
31/01/2023,20,"304,60"
31/01/2023,21,"289,89"
31/01/2023,22,"213,19"
31/01/2023,23,"196,96"
01/02/2023,00,"179,75"
01/02/2023,01,"168,05"
01/02/2023,02,"143,76"
01/02/2023,03,"150,71"
01/02/2023,04,"157,62"
01/02/2023,05,"144,68"
01/02/2023,06,"157,49"
01/02/2023,07,"179,66"
01/02/2023,08,"253,51"
01/02/2023,09,"213,00"
01/02/2023,10,"238,89"
01/02/2023,11,"205,52"
01/02/2023,12,"214,20"
01/02/2023,13,"209,17"
01/02/2023,14,"158,12"
01/02/2023,15,"156,96"
01/02/2023,16,"162,80"
01/02/2023,17,"200,93"
01/02/2023,18,"274,49"
01/02/2023,19,"313,54"
01/02/2023,20,"297,09"
01/02/2023,21,"280,86"
01/02/2023,22,"216,22"
01/02/2023,23,"199,25"
02/02/2023,00,"162,21"
02/02/2023,01,"167,26"
02/02/2023,02,"164,00"
02/02/2023,03,"164,89"
02/02/2023,04,"160,44"
02/02/2023,05,"174,47"
02/02/2023,06,"177,88"
02/02/2023,07,"195,00"
02/02/2023,08,"255,21"
02/02/2023,09,"219,27"
02/02/2023,10,"246,97"
02/02/2023,11,"234,41"
02/02/2023,12,"233,48"
02/02/2023,13,"232,78"
02/02/2023,14,"187,42"
02/02/2023,15,"188,31"
02/02/2023,16,"194,10"
02/02/2023,17,"210,40"
02/02/2023,18,"286,28"
02/02/2023,19,"295,81"
02/02/2023,20,"283,31"
02/02/2023,21,"271,22"
02/02/2023,22,"214,46"
02/02/2023,23,"203,88"
03/02/2023,00,"172,33"
03/02/2023,01,"171,73"
03/02/2023,02,"167,32"
03/02/2023,03,"153,13"
03/02/2023,04,"150,95"
03/02/2023,05,"154,47"
03/02/2023,06,"175,26"
03/02/2023,07,"196,09"
03/02/2023,08,"238,45"
03/02/2023,09,"226,39"
03/02/2023,10,"255,71"
03/02/2023,11,"246,97"
03/02/2023,12,"243,89"
03/02/2023,13,"240,44"
03/02/2023,14,"190,12"
03/02/2023,15,"186,95"
03/02/2023,16,"195,54"
03/02/2023,17,"209,65"
03/02/2023,18,"276,50"
03/02/2023,19,"309,41"
03/02/2023,20,"295,70"
03/02/2023,21,"270,28"
03/02/2023,22,"224,00"
03/02/2023,23,"220,02"
04/02/2023,00,"208,76"
04/02/2023,01,"201,96"
04/02/2023,02,"187,37"
04/02/2023,03,"179,23"
04/02/2023,04,"179,71"
04/02/2023,05,"180,41"
04/02/2023,06,"177,01"
04/02/2023,07,"178,40"
04/02/2023,08,"180,93"
04/02/2023,09,"169,68"
04/02/2023,10,"160,12"
04/02/2023,11,"154,81"
04/02/2023,12,"135,48"
04/02/2023,13,"129,88"
04/02/2023,14,"123,69"
04/02/2023,15,"121,81"
04/02/2023,16,"124,78"
04/02/2023,17,"161,18"
04/02/2023,18,"173,26"
04/02/2023,19,"192,69"
04/02/2023,20,"194,09"
04/02/2023,21,"190,45"
04/02/2023,22,"175,71"
04/02/2023,23,"170,52"
05/02/2023,00,"149,94"
05/02/2023,01,"140,65"
05/02/2023,02,"136,72"
05/02/2023,03,"138,77"
05/02/2023,04,"137,86"
05/02/2023,05,"136,96"
05/02/2023,06,"135,99"
05/02/2023,07,"134,60"
05/02/2023,08,"132,56"
05/02/2023,09,"114,96"
05/02/2023,10,"63,33"
05/02/2023,11,"47,26"
05/02/2023,12,"47,17"
05/02/2023,13,"47,26"
05/02/2023,14,"46,63"
05/02/2023,15,"46,51"
05/02/2023,16,"50,92"
05/02/2023,17,"127,23"
05/02/2023,18,"162,16"
05/02/2023,19,"185,92"
05/02/2023,20,"189,76"
05/02/2023,21,"190,11"
05/02/2023,22,"184,10"
05/02/2023,23,"164,08"
06/02/2023,00,"153,52"
06/02/2023,01,"138,00"
06/02/2023,02,"137,79"
06/02/2023,03,"137,78"
06/02/2023,04,"137,77"
06/02/2023,05,"138,31"
06/02/2023,06,"149,18"
06/02/2023,07,"191,26"
06/02/2023,08,"228,97"
06/02/2023,09,"215,78"
06/02/2023,10,"251,59"
06/02/2023,11,"249,45"
06/02/2023,12,"252,05"
06/02/2023,13,"251,85"
06/02/2023,14,"204,53"
06/02/2023,15,"204,73"
06/02/2023,16,"206,47"
06/02/2023,17,"212,96"
06/02/2023,18,"275,93"
06/02/2023,19,"298,90"
06/02/2023,20,"309,39"
06/02/2023,21,"287,49"
06/02/2023,22,"233,71"
06/02/2023,23,"217,35"
07/02/2023,00,"184,57"
07/02/2023,01,"179,16"
07/02/2023,02,"169,52"
07/02/2023,03,"165,98"
07/02/2023,04,"166,89"
07/02/2023,05,"177,81"
07/02/2023,06,"151,92"
07/02/2023,07,"191,99"
07/02/2023,08,"229,57"
07/02/2023,09,"216,47"
07/02/2023,10,"238,69"
07/02/2023,11,"239,37"
07/02/2023,12,"234,41"
07/02/2023,13,"236,92"
07/02/2023,14,"190,36"
07/02/2023,15,"191,86"
07/02/2023,16,"197,90"
07/02/2023,17,"213,87"
07/02/2023,18,"268,23"
07/02/2023,19,"284,00"
07/02/2023,20,"285,43"
07/02/2023,21,"277,51"
07/02/2023,22,"218,35"
07/02/2023,23,"191,49"
08/02/2023,00,"185,05"
08/02/2023,01,"159,03"
08/02/2023,02,"153,84"
08/02/2023,03,"151,63"
08/02/2023,04,"152,57"
08/02/2023,05,"152,62"
08/02/2023,06,"164,54"
08/02/2023,07,"175,24"
08/02/2023,08,"218,69"
08/02/2023,09,"215,32"
08/02/2023,10,"247,86"
08/02/2023,11,"249,23"
08/02/2023,12,"250,82"
08/02/2023,13,"245,35"
08/02/2023,14,"200,44"
08/02/2023,15,"210,59"
08/02/2023,16,"216,28"
08/02/2023,17,"207,45"
08/02/2023,18,"263,40"
08/02/2023,19,"280,59"
08/02/2023,20,"284,51"
08/02/2023,21,"280,70"
08/02/2023,22,"222,51"
08/02/2023,23,"221,58"
09/02/2023,00,"194,21"
09/02/2023,01,"192,12"
09/02/2023,02,"189,07"
09/02/2023,03,"187,14"
09/02/2023,04,"187,41"
09/02/2023,05,"189,58"
09/02/2023,06,"188,34"
09/02/2023,07,"188,85"
09/02/2023,08,"218,89"
09/02/2023,09,"212,62"
09/02/2023,10,"247,61"
09/02/2023,11,"250,67"
09/02/2023,12,"252,57"
09/02/2023,13,"249,84"
09/02/2023,14,"202,65"
09/02/2023,15,"203,64"
09/02/2023,16,"206,02"
09/02/2023,17,"212,63"
09/02/2023,18,"265,29"
09/02/2023,19,"278,95"
09/02/2023,20,"282,81"
09/02/2023,21,"276,71"
09/02/2023,22,"222,37"
09/02/2023,23,"214,51"
10/02/2023,00,"188,52"
10/02/2023,01,"188,95"
10/02/2023,02,"186,48"
10/02/2023,03,"187,22"
10/02/2023,04,"187,54"
10/02/2023,05,"189,73"
10/02/2023,06,"186,66"
10/02/2023,07,"191,61"
10/02/2023,08,"232,13"
10/02/2023,09,"212,77"
10/02/2023,10,"250,83"
10/02/2023,11,"248,33"
10/02/2023,12,"244,55"
10/02/2023,13,"233,09"
10/02/2023,14,"186,24"
10/02/2023,15,"186,12"
10/02/2023,16,"193,93"
10/02/2023,17,"206,77"
10/02/2023,18,"261,76"
10/02/2023,19,"270,11"
10/02/2023,20,"276,68"
10/02/2023,21,"268,62"
10/02/2023,22,"221,57"
10/02/2023,23,"214,09"
11/02/2023,00,"184,68"
11/02/2023,01,"181,45"
11/02/2023,02,"176,74"
11/02/2023,03,"180,93"
11/02/2023,04,"180,50"
11/02/2023,05,"176,31"
11/02/2023,06,"179,53"
11/02/2023,07,"176,05"
11/02/2023,08,"179,57"
11/02/2023,09,"173,73"
11/02/2023,10,"164,24"
11/02/2023,11,"153,03"
11/02/2023,12,"146,11"
11/02/2023,13,"146,08"
11/02/2023,14,"140,59"
11/02/2023,15,"139,08"
11/02/2023,16,"146,72"
11/02/2023,17,"178,40"
11/02/2023,18,"185,64"
11/02/2023,19,"206,61"
11/02/2023,20,"208,68"
11/02/2023,21,"202,37"
11/02/2023,22,"196,07"
11/02/2023,23,"185,08"
12/02/2023,00,"189,50"
12/02/2023,01,"187,02"
12/02/2023,02,"186,53"
12/02/2023,03,"182,74"
12/02/2023,04,"185,11"
12/02/2023,05,"185,83"
12/02/2023,06,"188,44"
12/02/2023,07,"187,39"
12/02/2023,08,"185,63"
12/02/2023,09,"178,38"
12/02/2023,10,"167,53"
12/02/2023,11,"165,05"
12/02/2023,12,"163,49"
12/02/2023,13,"158,19"
12/02/2023,14,"158,18"
12/02/2023,15,"163,87"
12/02/2023,16,"177,31"
12/02/2023,17,"186,55"
12/02/2023,18,"201,98"
12/02/2023,19,"221,31"
12/02/2023,20,"217,72"
12/02/2023,21,"202,23"
12/02/2023,22,"197,97"
12/02/2023,23,"189,33"
13/02/2023,00,"188,54"
13/02/2023,01,"188,53"
13/02/2023,02,"185,96"
13/02/2023,03,"179,06"
13/02/2023,04,"180,72"
13/02/2023,05,"186,50"
13/02/2023,06,"181,07"
13/02/2023,07,"197,51"
13/02/2023,08,"230,53"
13/02/2023,09,"219,32"
13/02/2023,10,"255,86"
13/02/2023,11,"249,12"
13/02/2023,12,"247,29"
13/02/2023,13,"241,92"
13/02/2023,14,"192,97"
13/02/2023,15,"194,80"
13/02/2023,16,"201,31"
13/02/2023,17,"209,70"
13/02/2023,18,"273,85"
13/02/2023,19,"301,05"
13/02/2023,20,"306,34"
13/02/2023,21,"286,71"
13/02/2023,22,"231,21"
13/02/2023,23,"219,82"
14/02/2023,00,"181,41"
14/02/2023,01,"178,19"
14/02/2023,02,"176,32"
14/02/2023,03,"175,73"
14/02/2023,04,"175,56"
14/02/2023,05,"175,74"
14/02/2023,06,"181,33"
14/02/2023,07,"191,68"
14/02/2023,08,"227,63"
14/02/2023,09,"218,69"
14/02/2023,10,"255,63"
14/02/2023,11,"253,35"
14/02/2023,12,"239,68"
14/02/2023,13,"236,27"
14/02/2023,14,"189,79"
14/02/2023,15,"193,77"
14/02/2023,16,"204,84"
14/02/2023,17,"212,03"
14/02/2023,18,"269,09"
14/02/2023,19,"286,44"
14/02/2023,20,"288,27"
14/02/2023,21,"275,78"
14/02/2023,22,"220,26"
14/02/2023,23,"210,68"
15/02/2023,00,"173,74"
15/02/2023,01,"170,36"
15/02/2023,02,"171,10"
15/02/2023,03,"172,33"
15/02/2023,04,"173,14"
15/02/2023,05,"183,09"
15/02/2023,06,"193,14"
15/02/2023,07,"199,89"
15/02/2023,08,"234,04"
15/02/2023,09,"230,07"
15/02/2023,10,"264,30"
15/02/2023,11,"250,10"
15/02/2023,12,"231,61"
15/02/2023,13,"226,59"
15/02/2023,14,"183,80"
15/02/2023,15,"190,10"
15/02/2023,16,"210,64"
15/02/2023,17,"227,73"
15/02/2023,18,"286,99"
15/02/2023,19,"290,57"
15/02/2023,20,"284,42"
15/02/2023,21,"278,61"
15/02/2023,22,"220,59"
15/02/2023,23,"211,52"
16/02/2023,00,"198,19"
16/02/2023,01,"194,24"
16/02/2023,02,"194,21"
16/02/2023,03,"176,74"
16/02/2023,04,"172,47"
16/02/2023,05,"179,04"
16/02/2023,06,"198,32"
